car_size,car_width,car_len,ramp_angle,front_bumper_length,wind_screen_x,wind_screen_z,side_mirrors_x,side_mirrors_z,rear_window_x,rear_window_z,trunklid_angle,trunklid_x,trunklid_z,diffusor_angle,car_green_house_angle,car_front_hood_angle,car_air_intake_angle,tires_diameter,tires_width
1.062862037449151531e+00,-8.235372825716777423e-03,-7.317934394600598969e-02,-7.621722003496245179e-02,-1.520692072544307938e-03,3.155947809024971240e-02,4.481341326997063945e-02,-4.548067100610414526e-02,-3.188124443800742502e-02,2.594074766815010480e-02,-3.216424262576335347e-02,-7.239187412903778096e+00,4.388319181027088012e-02,-1.274364759137926184e-02,5.905158407750207061e+00,2.659449938642648448e-01,4.775801511336542404e+00,6.094622981082222779e+00,-3.271146851340922188e-03,-1.258288635373058101e-02
1.049986292311055447e+00,-4.908864451329005008e-02,-5.320830142265780410e-02,3.699096271816795678e+00,5.680327577852822829e-02,9.793372583836182366e-03,3.885788321101403542e-02,2.007055255949298511e-02,4.717877471374752607e-02,-2.370524635244840653e-02,2.849925675643681655e-02,4.435112963103842176e+00,2.187560328579198077e-02,-4.312490986797315462e-02,2.317123370866715604e+00,5.194807284896752364e+00,-7.281086885436707234e+00,3.702992011017181895e+00,-5.857587369297389580e-03,2.005845555851270418e-03
9.012095235393179360e-01,4.082483618012250348e-02,3.800090339905295989e-02,-2.910142375413458993e+00,-9.088141331996182903e-02,-2.200776242986518527e-02,4.246350058079062517e-02,1.580596960109549587e-02,-2.406154273393234025e-02,-3.584690488706630124e-02,2.574672433610793176e-02,-3.905656747664357553e+00,1.216470387313493828e-02,-1.431633316960256169e-02,-7.774128947367080045e+00,-7.744659801225449058e+00,-7.199351315742676505e+00,1.988125936944332040e+00,-1.001401350550265926e-02,-1.444699175610981295e-02
9.525823012094745135e-01,5.802342510956615129e-02,9.560173866086760230e-02,7.349498392299940619e+00,7.834394010323536550e-02,2.667393636108481014e-02,-2.939564450120690786e-02,2.132617570462987111e-02,-4.222896363575934231e-02,-3.521140077839429033e-02,-3.007905479563690795e-02,-7.992214869034750535e-01,1.583082267643756702e-02,-2.607284003449000798e-02,-8.051212877999436301e-01,-4.748786569985169237e+00,-3.216417281140298456e+00,-2.542573066701814710e+00,-1.164563010882989531e-02,-1.446979487478349154e-02
1.081035850688662148e+00,-9.269178121440897755e-02,-6.136609930938361629e-02,7.204718388310466182e+00,-1.818320879972550042e-02,-2.814888272701037211e-02,-3.762173106933999756e-02,4.463849666066457833e-02,1.307964322701885007e-02,-3.147443296358361231e-02,-2.717819718494753067e-02,-1.489965042847062549e+00,4.226066418590927742e-02,2.058211951290703223e-02,2.907575079532815465e+00,-4.403917738787438196e+00,-6.350029698302446235e+00,-4.788311263774295057e+00,9.998930605539229494e-04,-1.177858195155697188e-02
1.078172768333732989e+00,-5.920472329094333269e-02,-1.400439709733483640e-02,-7.155462508543775968e+00,5.767515189287555910e-02,-1.453474872131247514e-02,-2.833521871835206762e-03,-2.368999004505869740e-02,1.165554045666378213e-02,-1.332162478477354889e-02,-3.856515555949024954e-02,-7.571638837735818583e+00,1.056167278838750223e-02,4.827848958635048982e-02,3.096949335766900901e-01,6.747826429717965979e+00,7.354225875789051514e+00,-7.204133188353615935e+00,4.072227690372477379e-03,-2.955049416452934161e-03
9.536104938645629803e-01,3.169428787652894819e-02,9.447514951263402683e-02,-3.930877443268801841e+00,-8.296005567258948887e-02,-1.292485276601473138e-02,-2.066800891049128813e-02,-3.380766118221086025e-02,-3.086397343614958461e-02,4.615221042652706274e-02,-1.861925157100251943e-02,-2.334678185265378403e+00,-4.402126204122840808e-02,-1.293759405248050970e-02,-2.661390346591442579e+00,-4.686236458365199198e+00,-3.247802963302204304e+00,6.675515491191577055e+00,1.494091240142396762e-03,1.031924657196468809e-02
1.171611929461196855e+00,-9.610043339284748964e-02,-9.006646846753807445e-02,1.594435295738845682e+00,6.178755609722658138e-02,2.008961451018143052e-02,-4.215771862125087394e-02,-5.265923409380493525e-03,-3.669894300569814805e-02,4.971396224446816836e-02,-1.728472082484124733e-02,-2.427766887766518167e+00,1.875877263349903790e-02,4.546180157747749251e-03,1.992519906195008517e+00,7.381334376220403115e+00,5.973674029976107747e+00,4.478431461333258312e+00,2.488933103152275381e-03,5.502494474343790076e-03
8.866883854270144472e-01,-3.448825892801769821e-02,4.407546207390672377e-03,-6.770796744497388886e+00,2.857411267405846056e-02,3.134892995536452120e-02,1.822422977824089685e-04,-4.199381009970152429e-02,3.555441065026294922e-02,8.816394438034835801e-03,-1.052544314052165225e-02,-4.426811606224676510e+00,-2.812809266669595923e-02,2.756231114411465677e-02,8.052150394334844918e-02,-4.088364206693078984e+00,8.459361943225118807e-02,-5.079119939830688324e+00,-9.837445150563998986e-03,-6.649775061460111436e-03
8.966008093467040529e-01,-1.356843591890297129e-02,1.733731221959429469e-02,-3.570143194060397818e+00,-9.687659716722377135e-02,-6.842090030046453497e-03,6.861459713165193874e-04,-4.922143018463562975e-02,-5.412320983359329707e-03,3.071160266829764396e-02,-2.242974123087201552e-02,-7.686544439598380407e+00,3.366961785793919082e-02,-2.304257551472569526e-02,6.104296079482544712e+00,6.556481462244237335e+00,-5.472756376831778624e+00,7.185229373243231521e+00,2.296146537675937405e-03,-5.919316982045050302e-04
8.185178538251122182e-01,4.072712300087996673e-02,4.624462317210614737e-02,-6.367152705508711819e+00,-5.526201724884234612e-02,-4.686137899240880311e-02,5.940484393573461364e-03,-4.417852856126069233e-02,1.827025109382304779e-02,-3.337104850488262220e-02,2.554830690910613045e-02,-2.690704379146158232e-01,-3.899961640428026982e-02,-3.382042283469323396e-02,2.015806758411802235e-01,-3.901820056877530973e+00,3.959605398999395121e+00,-1.616361231332831494e+00,-1.170594957540346294e-02,-2.290780928630106045e-03
1.186223958306415138e+00,-5.209929135152596008e-02,1.126451308304037002e-02,1.353073555118696092e+00,-8.191228874038558594e-03,2.666752314267183122e-02,-2.542123487390002268e-02,1.800951289849241077e-02,-2.107924613871325903e-02,-2.272116381182652523e-03,-4.242958058189736509e-02,2.763106695006239732e+00,1.795849555261443131e-03,-3.821873995267371926e-02,-7.600233822994065136e+00,-2.368964082646868974e+00,7.930045922804698222e+00,-2.434165253017875230e+00,-8.255213765788783908e-03,-2.875494442864790987e-03
1.019595957667701835e+00,2.195693519582245234e-02,4.498248937494839228e-02,-1.872961923135015638e+00,-6.774681527882049636e-02,-1.284937332882476330e-02,-2.006975070513651593e-03,3.291917805017537113e-02,-3.655444427540750774e-02,-5.384098715276321168e-03,-4.488618111539798700e-02,7.338729632620422549e+00,4.140994084330984482e-02,1.242048453959587739e-03,3.528959810349421744e+00,-6.068527242294798896e-01,-6.337261309992873848e+00,6.393801188379537592e-01,1.124078378894602034e-03,7.828333657040512095e-03
9.340431312290957688e-01,-7.524485849075984722e-02,-3.303955366644743818e-02,2.797577234692880666e-01,-9.457883915562897981e-02,1.089282470254458041e-02,7.160984553140861686e-03,2.629396048074321424e-02,2.921982707658064837e-02,-1.717558818128846199e-02,2.764914998088950637e-02,-7.546294508769479492e+00,2.707259840796691353e-02,4.373865211663442720e-02,7.417225015421177403e+00,-5.479871432796823427e-01,-7.316591898132013938e+00,-8.296963090572511135e-01,-1.858380881327656442e-03,2.590916965677508843e-03
9.194892454616897526e-01,-5.967798967664283971e-02,7.504367478408213721e-03,6.831981430419794776e+00,-6.001650488542602940e-02,2.786302171418253426e-02,3.343077570855504388e-02,8.940039295672122521e-03,4.021589996499778941e-02,3.649004145077720807e-02,4.142427012241932383e-02,5.144400032656294641e+00,-3.378893466713792093e-02,7.393211382213125960e-03,6.664076200280620199e+00,-6.231126402978661716e+00,6.847541241432395509e-01,2.420879051797022896e+00,-7.512419328842666853e-03,-1.335255911815328746e-02
8.237828054519534815e-01,6.885869962421597990e-02,-3.254979860442230866e-02,-7.093913273523472895e+00,-8.671583225965151520e-02,1.787557226149349976e-02,4.127286457075253490e-02,2.633895786760175051e-02,-1.828264445078679051e-02,4.569658300006902707e-02,-2.597203807916678361e-02,-4.873598542972819914e+00,-1.452537587933874080e-02,-1.748750664928076098e-02,4.816832766362230345e+00,-3.248378470566692044e+00,1.088575564559924658e+00,-7.928172357947527615e+00,-1.028317770378286804e-02,-6.518900036009588755e-03
1.024757157413350939e+00,-2.852582161415340156e-02,9.759512056078320508e-03,-5.132109020086492279e+00,4.411523997329680480e-02,1.097911623886691640e-02,-4.590709529242364279e-02,-1.712020933011470375e-02,4.757844910031373831e-02,5.920438648500669920e-04,-3.994692119045603618e-02,-1.798586828007209704e+00,-8.829422286663377029e-03,-1.683719036750565973e-02,-6.760265706832793597e+00,-3.463248226065941182e+00,2.249277444350962440e+00,-2.291520212656939393e+00,-4.026065722411967598e-03,-1.951598925068737458e-03
8.434576192731507716e-01,-4.407894762620323537e-02,-1.488743942058305680e-02,7.320960917859560269e+00,-2.815211971042462513e-02,4.174299534214377660e-02,4.325782434042028946e-02,-3.551702364677550294e-02,-3.738228442848737232e-02,-4.000685131803987521e-02,1.835666875111639784e-02,7.362555590682823947e+00,-3.060961097509947923e-02,-3.177661114169298695e-02,3.896564484748470392e+00,4.646901224428642507e+00,-7.328509909268241529e-01,-6.958943727820249947e+00,-2.542149542099043230e-03,3.291334955724520284e-03
8.974776226913910859e-01,-1.012022672939323631e-02,7.298964941849339638e-03,-6.441590734169661658e+00,-5.747487783756344282e-02,3.389005021643749782e-02,5.718775738098980099e-03,3.115682919384209215e-02,-4.441191386673909447e-02,1.155236020636254274e-02,3.011247246258050292e-02,3.020214698476344495e-01,-1.784692423839109171e-02,-2.224873842849192304e-02,2.281986265534497349e+00,-3.629872544025356973e+00,7.220084436574600417e+00,-6.385250795706447491e-01,-2.601609302572832627e-03,8.280321261548189565e-03
1.184497323923793921e+00,9.569401262449936385e-02,7.466936114512864875e-02,-3.441244913298298513e+00,3.644958839348924617e-02,1.906164486838703154e-03,-1.174350109463628833e-02,1.470994494436941857e-02,1.407482656759326267e-02,-2.231821378778363688e-02,-2.397839461737298963e-02,-4.953111392267624424e+00,9.843457506226671594e-03,-2.302952644486135070e-02,-7.803558860471950354e+00,6.428237354226773448e-01,3.302846992505559243e+00,6.235389567622746654e-01,-3.962530129031582860e-03,-1.223321223448904822e-02
8.643996453773084010e-01,-7.034765581968119297e-02,7.256656705150177356e-02,-3.050772951140922729e+00,-4.023889260168207749e-02,-3.201499397004500813e-02,3.552718596886450531e-02,4.657708258165947635e-02,-3.009609663976119467e-02,-3.906757417030677637e-02,-6.249344001695932016e-03,-5.050101265243251092e+00,-3.054327531837705209e-02,4.248493914370654601e-02,-3.801304791704792407e+00,-1.744673117883461799e-01,-5.733733730855341548e-01,1.299563890152574785e+00,2.792586347831060509e-03,-4.438288476139966299e-03
1.036376230953782507e+00,-6.606336080118585530e-02,-2.413736982255627883e-02,4.318506023990915210e+00,-7.478140412189847319e-02,-2.653764100396016623e-02,3.355799853401933430e-02,-1.303748096986608040e-02,-2.983601460176387235e-02,-2.048766031559541567e-02,2.585083975786089949e-02,5.267810430202384708e+00,-4.662516016090543364e-02,4.809340275247017682e-02,-2.772216416618469736e+00,4.002856055575373162e+00,-1.628995953673140207e+00,-3.452135989162583130e+00,6.168090567155516332e-03,-1.796657709688240581e-03
1.082207475728237833e+00,5.642254985720165927e-02,-9.542253334931954933e-02,1.800902207148514123e+00,2.451557070797157067e-02,-2.970097496801606118e-02,9.595226192244364627e-03,-2.390433399912829382e-03,-3.695586175683909791e-02,-4.693549966271163415e-02,2.529087439002347670e-02,-3.775280450997795967e+00,2.557554004035593465e-02,4.497490491989379613e-02,5.253856123717408622e-01,5.544341816884568175e-02,3.867164468537577449e+00,1.526102435181961425e+00,-2.792404577105321931e-03,-5.394948593114724106e-04
9.111160816125485340e-01,-1.709660592994891037e-03,-2.691974877662010879e-02,1.650188691250789930e+00,6.136084071183350863e-02,-2.352475663845454701e-02,3.859002947101602965e-02,6.106287932295860477e-03,-4.684900304464432313e-02,-2.680355557719152002e-02,-3.250443211558363965e-02,-3.290306775107534776e+00,-3.852256416488254731e-02,-3.616072095799639785e-02,6.445397543051974765e+00,1.708253919054188330e+00,1.880700838305509492e+00,2.245867312842280583e+00,4.176010420884305671e-03,-9.877653798449115979e-03
1.041378053435213502e+00,2.941004135879921044e-02,-9.814066596696979783e-02,7.084043281720923346e+00,4.456047147998126734e-02,-9.393381369598954866e-03,4.113131036533450302e-02,-2.653501086460318195e-02,9.630215023234897642e-03,-8.560186961669068173e-03,-2.103776824230294690e-02,3.456490833367844573e+00,-1.115981997486289318e-02,2.090701224812702153e-02,-5.851049658710467227e+00,7.905138994339965919e+00,-7.719106770482177637e+00,2.810822909675801284e+00,-4.602371455893958935e-03,2.702337058242274687e-03
8.320618988345026557e-01,2.160469649381693835e-02,-6.574278808438578647e-02,-5.982242609927808985e+00,6.132736307893305039e-02,-4.963675857795632473e-02,-1.686830941922876775e-02,-3.508732023682813866e-02,9.014349529733997612e-03,-6.842121160383837775e-03,2.512198851796730581e-02,3.399652303540504406e+00,3.093199301040214233e-02,-1.493471846786569718e-02,-7.660444712147880253e+00,-1.351332897343892725e+00,7.847696712730222401e+00,4.673254824484477155e+00,1.129554630840143466e-02,-4.418996635234493167e-03
1.192917170020478590e+00,9.212923392912436560e-03,-6.106029084626247994e-02,-6.857319174805912354e+00,9.936774711278503758e-02,-3.478415741873243372e-02,9.860447158943408397e-03,6.903386861236981975e-03,2.637645782351408230e-02,4.252052257045027539e-02,-4.475582370382386044e-02,7.232864813625123901e+00,2.036135182256051945e-03,2.206265535088360041e-02,-7.690559459351055338e+00,2.546059915466853951e+00,-6.281837039892650409e-01,-1.483440064700586092e+00,-4.575915470456973569e-03,-5.862295633352890972e-03
9.497803621409840469e-01,1.920649800342541513e-02,7.358325080630964687e-02,-2.606840343448890707e-01,8.542450470736479007e-02,-2.114587515954382754e-02,-4.392912316033725784e-03,-2.606117352922026134e-02,1.204101497747099569e-03,3.371819430469677470e-02,-1.980052794950093453e-02,7.565000030318534741e+00,-1.436943441242192337e-02,2.416068183923628099e-02,5.027464617534230129e+00,-3.238736238494936970e-01,5.505746093812796005e+00,5.113049183370867112e+00,7.788585753055526570e-03,-3.592187405172440895e-03
1.048463443744215073e+00,-3.258287122695031901e-02,2.262382996309471317e-02,3.779127673526348374e+00,-6.480168628869745207e-02,4.366368763095269945e-02,-5.410285717031206032e-03,-4.803061019209819288e-02,-3.014449399608485486e-02,4.656162418660024505e-02,-3.551147394674536439e-02,1.773920023503377408e+00,4.275662194382591486e-02,-2.624808415600937694e-02,-5.033389793207671659e+00,-5.604202236236824675e+00,-1.313759405378883471e+00,3.923026803422450470e+00,7.071247240718848623e-03,2.309707313572720994e-03
9.835568609645720661e-01,-2.678039601981015150e-02,-1.906307441181014084e-02,3.479315611783562190e-01,-9.303016221760768145e-02,3.712879912395257442e-02,4.627350831472233639e-02,4.488246422242608835e-02,-5.094907266640066879e-03,7.775245472072964126e-03,-4.420092756920993016e-02,5.332148456639368206e+00,3.058776562745897654e-02,-2.718594893260051215e-02,7.614296538845373163e+00,-3.062522366547137054e+00,-4.701369096193374730e+00,1.162799501194360374e+00,5.637722100140711221e-03,-1.160994836675764870e-02
1.077046009123769243e+00,1.516577514667598325e-02,2.646633868410747104e-02,8.651545192869249945e-01,-5.251259965526777762e-02,-7.838453061843463077e-03,-2.010037892947173083e-02,-1.728240683999559407e-02,-1.708092578679676343e-02,-2.118290298286425177e-02,2.761825750616191122e-02,-3.806389892715825951e+00,-5.493272207744447078e-03,-9.536772571654639208e-03,-2.586673070538662245e+00,1.605274014123315496e+00,-2.068292056347520003e+00,-5.385672913772850734e+00,9.899205287629901998e-03,8.500399198654681743e-03
1.073730824063908962e+00,-1.791627772811502095e-02,9.038627180335767619e-03,6.428503802933459355e+00,-2.895898939907340375e-03,-1.515825180587665466e-02,4.748558035679889544e-02,3.020860742781231179e-02,-2.742065126116935078e-02,2.635142596650581759e-02,-1.203262012130618119e-02,3.780285796454073477e+00,8.882124713347962219e-03,-3.808693455223471219e-02,3.207695282348582921e+00,-3.833995380735023772e+00,3.809185056748141562e+00,6.095874320430350934e+00,5.229748295423131479e-03,6.701860318435125946e-03
9.254029043430503920e-01,-4.141980232066080903e-02,6.527702564055182233e-02,-2.886392524486296907e+00,7.785805629244699211e-02,-6.228266305545626658e-03,4.145458173385796474e-02,2.485678988773817877e-02,5.495305530518079795e-03,3.370439628252994146e-03,-4.385552109204354787e-02,-6.104917196063517792e+00,1.540521058548591227e-02,-5.011555632517927794e-03,7.132676345169297605e-01,-1.646502766603507695e+00,-8.796734462512389996e-02,2.945019533701247028e+00,-4.336930918300424542e-04,5.653618110058260260e-03
1.146755140489605695e+00,-1.758280629229876102e-02,-7.359111053487810139e-02,-3.631137950455764596e+00,-2.521637063036903659e-02,-1.275534797362242595e-02,1.826535419210503775e-02,-3.767894064797684683e-02,-1.003982534554213185e-02,4.295229971503948529e-02,1.496140478802653051e-02,-6.246640784472143437e+00,-2.182305193867808621e-02,-3.237976136334530519e-02,6.868345196517866569e+00,-6.409135506721758802e+00,-2.565543317840379700e+00,-6.948406084587475107e-01,1.019741011217282882e-02,8.375813298283189129e-03
1.186562050894940157e+00,-2.593392320068399481e-02,6.876588796359445199e-02,3.754339510388918555e+00,-5.143495635376343217e-02,3.662383482642764254e-03,4.318589244172832409e-02,4.136635761471459116e-02,3.214395651159983325e-02,6.864538912887505062e-03,-1.780069380557142145e-02,5.640912123133681177e+00,-4.614836394327137548e-04,-2.918442830178447078e-05,-2.820319349632169903e+00,4.750748196892901731e+00,1.515766458774656655e-01,3.723671562465570517e+00,-6.821280343173513790e-03,-1.150204427097482537e-02
1.125988134350207615e+00,-8.110976977595532600e-02,-8.758807571344973120e-02,-2.816119431932939676e-02,-2.901914208669971462e-02,-1.743199265662737085e-02,-2.436900738990596324e-02,-4.730244451869302508e-02,-2.082840941966491999e-02,2.592881115016451576e-02,-2.585771711744882032e-02,-4.237553715162416523e+00,2.625327525518805771e-03,7.177346941806134195e-04,7.787928031399577122e+00,-3.644670479967093257e+00,3.955442013749200569e+00,-1.713432827013063431e+00,2.510546241008137711e-03,-7.442027981489298186e-03
8.303365221321483691e-01,6.510157288927731489e-02,7.086775566359038159e-02,2.180164444019540682e+00,1.278305467539304907e-02,4.953196423316773289e-02,-4.586584193035706664e-02,9.512819676935138635e-03,-2.036890514125852189e-02,1.741476729887919683e-02,-1.846588757582044021e-02,6.475558180942746489e+00,3.644485647085718427e-02,-3.063926704421066072e-02,6.118651186311796053e+00,5.319168346676807602e+00,4.570363941957152676e+00,7.958570496694923335e+00,2.135779523572460536e-03,8.559725819616385845e-04
9.529377718321080382e-01,-7.532152108375445021e-02,-2.078206038779854825e-02,5.129562367562986225e+00,-4.028256284783642699e-02,-2.251494984308233249e-02,2.114110448606901227e-02,3.584437222346079088e-02,2.190299054356711905e-02,-3.624426914246563908e-02,2.862293708635832434e-02,2.647134519873079128e+00,3.427757256233752992e-02,-1.955212383926988734e-02,-4.838363880971822795e+00,1.550275881079324236e+00,-5.088439648543959137e+00,7.076313149555755189e-01,9.073043400810566414e-03,-9.222935974977412854e-03
8.804831260943701832e-01,1.021931407254701718e-02,1.638862268256671695e-02,-7.014456444118062350e+00,3.912106846442656161e-02,-4.708480923276266161e-02,4.798367365733495482e-02,-2.369750076330436050e-02,-1.965204929737322109e-02,-2.950609503515415691e-02,4.635855814130507291e-03,2.210811422724768605e+00,8.309162919002986702e-03,2.203934004168481287e-02,2.798419783461417509e+00,-4.977685778400955385e+00,5.018375268160518488e+00,-3.543137386574091607e+00,-8.246281932522813579e-03,-1.348508128339705354e-02
1.150485067612306400e+00,-4.624469654026346771e-02,-2.147310664658869106e-03,-5.692078188848245901e+00,-8.409412210471865767e-02,-1.487952292566963042e-02,-1.578157726045593956e-02,2.568717762823989614e-02,-3.903757398798002320e-03,1.588148987285267766e-02,1.157788575509383078e-02,2.420936937475344664e+00,4.742783770715887359e-03,-1.525640876159863046e-02,-4.962916335021580139e+00,-3.035718135275685015e+00,4.926568904419568184e-01,-3.478890212772702384e+00,-2.863520288305053049e-03,1.450837917913563174e-02
9.116885838295920585e-01,3.360963518028309283e-04,-5.780152573593951015e-02,-1.696747803844154134e-01,6.391129940646619878e-02,-2.161362937944049170e-02,1.757968306167026484e-02,-2.001554414362112511e-02,4.037978013631669805e-02,-4.108622412414030672e-02,2.268714943084361446e-02,3.341997722782902969e+00,4.191406538315863017e-02,-2.207225896342850449e-02,-1.825593427202285568e-01,-7.924260377473359540e+00,-6.321873053087415428e+00,5.123272498055882807e+00,8.544503437748060190e-03,9.447002005168694816e-03
9.675832726301427655e-01,-9.352849153125626647e-02,-7.049791671422539485e-02,-1.357351983731575729e+00,8.041284991347760758e-02,-2.838100025348461175e-02,-1.126352582739138797e-02,2.496645134875999372e-02,-4.951114146809078298e-03,1.653076231012273745e-02,-2.661645062789083638e-03,1.786914690068797995e+00,3.130545161047999791e-02,3.341446495902614111e-02,-2.067894730389983948e+00,-5.689676568616366836e+00,5.263863430769090357e+00,-7.784812716377350839e+00,-3.873453006026201031e-03,-1.236504589789754957e-02
1.062504788625267649e+00,-1.962935200026347249e-02,-7.345031689441783307e-03,-1.929339096180544999e+00,6.886984346608868157e-02,-2.744804707293756543e-02,2.807522711554279182e-02,4.430040102046876871e-02,6.908549629929962299e-03,-2.033088616994271902e-02,-2.509086047264132147e-02,-3.651328385936434273e-01,2.597875439419354560e-02,1.637530916188971453e-02,2.985356956609415136e-01,6.991271771071966512e+00,-4.045132191421954460e+00,-4.830228104481806284e+00,-1.021271397340864362e-02,1.399294191454571179e-02
8.897598339097240183e-01,-4.617490959971542325e-02,-1.452957408796584637e-02,6.731675883176730935e+00,-7.166575497037773468e-02,-4.505179980417885199e-02,-1.819022876682376000e-02,3.154916210081366856e-02,8.912707144248153968e-03,-1.413900200676006247e-02,3.075751648842289798e-02,-4.059338148769382926e+00,2.206350335168548449e-02,-4.916278848039437599e-02,1.057929665548112297e+00,4.507223677311701593e+00,-3.155126390946143999e+00,4.193608748415048382e+00,1.380656658594776875e-03,-1.372295773278332971e-02
1.119915784469220466e+00,2.363347139391913654e-02,-9.605167846265112719e-02,6.265007628970991505e+00,3.696383018858076519e-02,-1.593366157903417651e-02,2.458575716866660821e-03,-3.281357775495487294e-02,3.609331362809493904e-02,-3.042710070749158474e-02,7.599606971563144242e-03,3.065091005389591672e+00,-4.234176495523805234e-02,-3.148878713904160187e-02,3.085223234093705358e+00,-5.183014325559106794e+00,-7.351368067029278919e+00,7.911788791548175936e+00,3.858228876953756145e-03,1.343773006307770468e-02
1.036916103730878280e+00,-4.579217847879733100e-02,-9.874377861665556422e-02,-3.699175645140847735e+00,-8.069015023190356795e-02,1.759636261101669985e-02,1.909304896633690074e-02,1.404523178524019755e-03,-3.224674180233498555e-02,-1.757430915986475661e-02,1.466380592903179791e-02,-7.997794211014729981e+00,3.035275916463366086e-02,-2.771542372861834913e-02,5.623783091041216764e+00,7.458348041861659894e+00,-6.994516793427848711e+00,1.280389632173337233e+00,9.421384473136474105e-03,-5.048606022743507352e-03
9.219013745179189812e-01,6.481648758224745066e-02,2.764361832007070086e-02,3.578260473576838407e+00,-4.049983506631549268e-02,9.540811281658213849e-03,7.322425561130885274e-03,-3.667389772580179064e-02,1.047074760331045962e-02,3.893694199557871938e-02,2.697168855270723475e-02,2.337708165728416887e+00,1.936073641754601504e-02,-2.330302761916244400e-02,-4.591245842578048908e+00,-7.159245382198564656e+00,7.201004605699798944e+00,-3.634582493764710875e-01,-7.019350474939837180e-03,-3.378240918875919166e-03
9.823706829572439458e-01,-3.943359325231621249e-02,-7.634790978626426750e-02,4.263845563264439420e+00,6.945543027038297845e-02,-3.342011903882505242e-02,-4.661824612014792146e-02,-1.436436008337967085e-02,-1.421535274873876598e-02,4.754846934155662619e-03,3.744222160906114649e-02,3.645617726570572259e+00,-3.540809999507474326e-02,-6.974110471429151303e-03,7.520501845279001785e+00,-5.326226350037732260e+00,1.308035409945471628e-01,3.987446721247247083e+00,6.481457015639837879e-03,1.132745326120206467e-02
8.893819463140114623e-01,5.955952521936633270e-02,3.975835818609205208e-03,-1.814429546548385730e+00,-3.111944239714270477e-02,-2.227975354493610949e-02,-1.040782131854010861e-03,4.384518950092780587e-02,-1.132895764887553725e-02,-2.929811655674051732e-02,-3.902837203142095479e-02,-6.715109584093234218e+00,-1.655663697286237357e-03,2.785990972559407308e-02,3.581954866257497372e+00,-3.977569522416217751e-01,-2.490532265665546419e+00,-4.362071344374740534e-02,4.673066378775974153e-03,1.127738044561711617e-02
1.139427476745233259e+00,2.116034026166850601e-02,-2.760655487624123772e-02,-7.643132423206973058e+00,-1.648258862189416751e-03,2.155260644130210790e-02,7.032282849829409044e-03,-4.628742667215830775e-02,2.279911401471146348e-02,2.585106748034170232e-02,-1.153883551725870538e-02,-4.958323880554559082e+00,3.526939092147597654e-02,2.062935413204519675e-02,3.739741281818004026e+00,-7.491211840406798217e+00,1.025458362949997593e+00,-5.079526756993328007e+00,-5.909566778516016188e-03,-5.422670864745625027e-03
8.826620000194658200e-01,1.850083603636594465e-02,1.161406253067218119e-02,-6.097099938953860487e-01,-6.106291120997073968e-02,-3.211252071966380628e-02,5.871508655695481527e-03,3.318697984861493366e-03,3.385694911215238190e-02,4.010429468022734534e-02,3.717991006896501083e-04,3.849778484082683860e+00,-1.452412898843367245e-02,2.846489430198594073e-02,2.641086701798846192e+00,-2.426285079936523204e+00,4.200628346402048408e+00,1.234557942979463974e+00,-9.737394736848828392e-03,-1.123220178661045628e-02
1.130367491312934458e+00,7.494983616020964301e-02,2.348160308553462472e-02,-7.811018064051925336e+00,-8.531214100633364994e-02,-1.828845608219758362e-02,-4.014413358011825750e-02,2.808040556607827032e-03,-2.553695676012265534e-02,-2.274463075738321349e-02,-2.060427563476270596e-02,-3.000229864514443179e+00,2.710582908385152090e-02,-1.468076013706400007e-02,-3.057045868875251315e+00,6.179803099718714776e+00,-6.384492337943179052e+00,-5.860235683747898605e+00,-1.548071527175532217e-03,1.321155338182330649e-02
1.103562078837756477e+00,8.756024870013956463e-02,6.258297607485549530e-02,1.984833774693180786e+00,6.938302148554983950e-02,-6.393072587980143384e-03,4.055977079218443804e-02,-1.007288755744186609e-02,-1.474888409162201930e-02,2.096262352825595254e-02,-4.437064644869800900e-02,6.249628839227446164e+00,-7.075234783872862143e-03,-4.870186360997193209e-02,2.412749119282761256e+00,5.358137421507615628e+00,-6.549677527353589213e+00,2.349709797152085500e+00,-1.524474835034041534e-03,9.880171547994264641e-03
9.089934380593284180e-01,4.644052968120576663e-02,6.732120638950622737e-04,-2.327726548367026638e+00,9.232637649920852341e-02,5.221658336195443562e-03,1.160916625128871615e-02,2.430052248935757331e-02,2.072519509478508437e-02,-2.266569773812520186e-02,3.054899774912271659e-02,-4.909943723329387666e+00,2.484382754162603457e-02,7.440090297713343459e-03,4.000912196815162858e+00,-4.085915661848051883e-01,-1.099334905875542390e+00,7.474963964312353326e+00,-7.592150027384590889e-03,-6.054262400009516321e-03
1.057291080033238462e+00,5.378642374443806662e-02,-3.307398296610335187e-02,-4.596219680370891680e+00,-4.161162904305688859e-02,-4.542362211823747220e-03,-2.752571173352705985e-02,1.278697325000580087e-02,4.384963846232410589e-02,-2.736780052795521195e-02,-7.053784595220477516e-03,-9.982722176180587326e-01,3.738447878450339157e-02,2.418056333413816372e-02,2.666700967278904599e+00,5.871948158165986698e+00,-1.903602310801124631e+00,7.277114865753366857e+00,-8.073037784396712435e-03,6.194883976665711833e-03
